result_time_list
0
2,402646541595459
5,442455053329468
7,358654260635376
8,699206590652466
9,423756122589111
11,101311922073364
13,179630279541016
22,468177795410156
22,666990518569946
27,089653491973877
32,01871943473816
36,24273920059204
36,807433128356934
38,69425630569458
38,807185649871826
39,91050171852112
40,4991352558136
46,25999879837036
46,54781627655029
46,78867030143738
46,88960289955139
47,082483530044556
47,622151374816895
50,491684675216675
52,395612478256226
56,13911437988281
58,40982270240784
61,60941934585571
65,21061944961548
65,4814567565918
65,67533206939697
67,79103994369507
67,8989589214325
70,58295679092407
71,59869599342346
71,97845673561096
72,7373616695404
73,60839176177979
74,49901747703552
74,71286344528198
74,91510963439941
75,46775531768799
77,09356784820557
87,67157506942749
87,93963050842285
88,4735016822815
95,89255213737488
97,18595957756042
98,85690760612488
102,43009948730469
106,44076871871948
108,55114412307739
108,85093402862549
110,91164875030518
112,75951027870178
112,82845711708069
113,80266809463501
115,73087358474731
117,14806365966797
121,59377813339233
121,8975944519043
123,46597743034363
124,52629470825195
124,86807894706726
125,51804900169373
126,31787705421448
127,46552062034607
129,7512309551239
129,8661835193634
130,0910222530365
131,29726338386536
134,14851593971252
134,8580768108368
140,6645312309265
140,85241508483887
141,549010515213
142,68727135658264
151,79103112220764
152,1028401851654
153,544939994812
156,92960906028748
157,69016337394714
158,0199339389801
159,01369953155518
160,19797444343567
161,50689601898193
170,61156105995178
171,1882200241089
179,05232548713684
180,8016481399536
182,37906098365784
182,97868967056274
183,66124391555786
184,10696697235107
185,72764492034912
186,33728194236755
188,42935609817505
188,67522048950195
188,86708068847656
189,2858180999756
191,312983751297
191,5472002029419
192,26029515266418
193,47887349128723
198,04016709327698
199,30438780784607
202,3860490322113
203,1276149749756
210,0420207977295
211,59341955184937
221,12023401260376
226,55221390724182
229,9379506111145
232,8904869556427
237,97353720664978
242,566956281662
243,16058945655823
243,7471947669983
244,49672985076904
245,19230318069458
246,47950220108032
247,42191648483276
247,59181189537048
247,9805872440338
250,67815804481506
252,86081957817078
254,6998918056488
256,98079800605774
259,2657151222229
261,17352986335754
263,4740962982178
268,87254524230957
268,93550395965576
269,1813294887543
269,3402318954468
269,4881386756897
272,56956791877747
276,82355189323425
280,89745235443115
281,6813187599182
282,5711302757263
285,37177205085754
287,5456528663635
289,2625870704651
290,0810992717743
290,0900676250458
290,1060962677002
295,95040678977966
297,41649866104126
297,85722303390503
298,6527032852173
299,63180708885193
301,2577860355377
303,028124332428
305,4773347377777
310,4769198894501
312,2722637653351
318,29325318336487
318,3592121601105
320,78605103492737
323,157577753067
327,1590859889984
331,2887074947357
335,06598234176636
335,12194085121155
337,60888671875
341,1562690734863
347,6274182796478
347,8172607421875
349,04586815834045
354,63430285453796
354,7222549915314
363,7257008552551
367,5437054634094
369,7964401245117
370,54897141456604
371,0576491355896
375,1402368545532
379,0248227119446
381,72215270996094
381,8980371952057
389,28782534599304
393,4977083206177
393,9344313144684
396,12146043777466
396,3053457736969
400,8055500984192
401,4851267337799
402,69137811660767
403,52585887908936
407,05305314064026
407,4838140010834
407,613728761673
409,397882938385
412,7995059490204
414,11490631103516
414,9676880836487
415,07362127304077
416,52973771095276
417,3402216434479
418,5794689655304
421,20718479156494
421,92473793029785
424,9885311126709
425,9590606689453
426,046026468277
427,5956666469574
428,34355783462524
428,7463080883026
429,4291317462921
429,70119881629944
433,55056834220886
434,8461253643036
434,88010478019714
435,62764143943787
436,24425625801086
440,33271884918213
441,8080589771271
443,40345287323
443,6306757926941
444,32923650741577
452,11628913879395
452,7788987159729
455,4256615638733
457,9370927810669
458,4929265975952
464,1115379333496
468,93449306488037
474,798219203949
485,70765018463135
491,39411902427673
491,59699606895447
493,15576338768005
493,223073720932
493,38696026802063
495,9640157222748
497,31847977638245
499,38666248321533
499,5255403518677
result_particle_velocity
0,08944271909999159
0,12505500965674327
0,1345167980108994
0,056085965526109
0,16595532897717605
0,25789366097823585
0,1602185623006424
0,11548487832676596
0,08654417729962807
0,11559583099558897
0,16935682749278255
0,1125068304065655
0,31255796619842985
0,20905554002937263
0,19849949231296757
0,13393391589179252
0,15129733985475186
0,0902099900499295
0,3137054126241181
0,1983505220843771
0,08383827009081776
0,30189647824133925
0,18546278341823086
0,2131963906362779
0,232914210131465
0,24338513071142306
0,2512452972234626
0,15269325975480985
0,13525978011605663
0,16595938085910472
0,1992237972079025
0,1955484914648018
0,17043954760667773
0,249989597254747
0,2230445783797769
0,2209104049985389
0,14335721898024187
0,20052872605484912
0,2023425954981691
0,2219554593833155
0,312060324158467
0,12372648219742828
0,23071232623398497
0,11945915878760835
0,2974849453932803
0,14027764244650667
0,1405041057033043
0,07558346471820507
0,1266865669530344
0,016277761425960584
0,04245022302780557
0,1291419179447496
0,04041440917695245
0,26157093361475625
0,3294924569026233
0,17873802657153928
0,05320410070617995
0,20811768252856125
0,18388347594847174
0,20850806614962636
0,16637483157634678
0,17920140140778743
0,10003671240467493
0,29103111280690835
0,1270964554428362
0,1616067043188296
0,1318247570347376
0,12919941237428778
0,1665358139828338
0,27123403307695787
0,16691459924881147
0,18451012528899247
0,20050138611380044
0,05441731840534831
0,16005146390842037
0,2710241123041754
0,12193643040437323
0,2823674951429905
0,16401022283165637
0,2436665432837576
0,2570463500356529
0,185189490547646
0,3619607136862595
0,3619890338722368
0,2633616143067543
0,08130000297966683
0,15283054800892446
0,17839639650509015
0,06616723604311668
0,22144361097843115
0,27775395656810425
0,2587657771352409
0,03513545631226624
0,15512413013816725
0,2522994667819429
0,22498894889904358
0,15763102086476757
0,44087723537356277
0,3556839329255178
0,06630507004093543
0,12986414137833685
0,40513291271218244
0,3872485468733344
0,30646602246342614
0,20786565826135453
0,22256009404526989
0,06985840111931285
0,23279269861079832
0,06517356215167083
0,25685087185408384
0,20626408446113376
0,14316961735966274
0,07843339024668261
0,20760509480943964
0,20169878469428
0,18774991692391207
0,13256051728144086
0,040498354639808755
0,1064017788819542
0,19161349651367976
0,13760575680678108
0,15573094939337556
0,11193953532486793
0,06925249863387054
0,05359983526671205
0,37597572268675905
0,18694405589824975
0,29608361087318175
0,2817141015643706
0,17500390725909581
0,19384444160090217
0,07871281434588105
0,09446702431586175
0,10874840218594575
0,10033186529331627
0,04375082762103327
0,1924862115441532
0,1984511629359026
0,18444062756222424
0,2512015527482253
0,14069794135473238
0,14858277035280973
0,06437206074067525
0,20892315091908453
0,26399177762703574
0,3169114945985839
0,09594894843028107
0,01126896420640903
0,08610797095293121
0,031797585721750024
0,11965696773657442
0,1583941371792246
0,16005335829414852
0,15185547864288743
0,2541032627412196
0,19035168775052683
0,13449891602490566
0,13696939993942214
0,16553626796197407
0,1022630262047974
0,08282679958373174
0,1389706254895048
0,1736151354214308
0,11226061651147369
0,15233846401058537
0,09308682668204632
0,11552457896560588
0,052723828304848105
0,007927187410626197
0,1009584180247517
0,09762939304274329
0,05437997565571612
0,041835910130433404
0,05220577603529515
0,06315823044106106
0,10251617425810608
0,31816564265793124
0,08178139022690138
0,1659186128125574
0,07976468199231158
0,12852834577655256
0,11127521638522443
0,03211032227435054
0,08597568454950281
0,12381899216579138
0,13125468574916682
0,16192767146655263
0,11068016921421141
0,19971726955147587
0,08977207780442462
0,2193337606314973
0,3674616381299429
0,19242045908760969
0,14446064389174432
0,11461334563201356
0,24349297086120744
0,18857582414535998
0,25932494326698985
0,24092394574404816
0,047968336474309696
0,21834055905203306
0,2423846417572773
0,18030659995271936
0,17757883897150864
0,2767415873953531
0,24763238004286003
0,1314037603821209
0,10479464959519318
0,18969980389335442
0,11594673280913473
0,09212747165582612
0,051000707461190904
0,08326163871298996
0,19182872005228596
0,11632514261794316
0,021983186311969067
0,10062809695107339
0,18932655907924886
0,24853619383625802
0,23671580311018942
0,16376258770147928
0,13144180537341266
0,298727095987891
0,06524947820535673
0,03905469149213782
0,1624292724236292
0,10551294423314349
0,1805050410826858
0,0600230429775061
0,16138063981967313
0,17467062747882636
0,20506347951011156
0,15876468965371215
0,07465783908690869
0,080822743025441
0,10630049266058442
0,223948448355118
0,0773936745235329
0,1410108243095697
result_distance_list
0,2148992397164889
0,38014328278954684
0,2577609817178144
0,0751861717672836
0,12024285593280493
0,43263100662426535
0,3329851792364997
1,072686779702532
0,01720608356256274
0,5112414016240497
0,8347709705692802
0,4752310754309032
0,17649958558679787
0,3944508382782584
0,02241641748641973
0,14777144154053745
